Description,ActualLabel
2500ft roll #12 THHN Brown,Wire
2500ft roll #12 THHN orange,Wire
2500ft roll #12 THHN gray,Wire
2500ft roll #10 THHN orange,Wire
2500ft roll #10 THHN yellow,Wire
2500ft roll #12 THHN Blue,Wire
2500ft roll #12 THHN white w/b,Wire
2500ft roll #12 THHN White w/r,Wire
2500ft roll #12 THHN White w/b,Wire
2500ft roll #10 THHN Red,Wire
2500ft roll #10 THHN white w/b,Wire
2500ft roll #10 THHN White w/r,Wire
2500ft roll #10 THHN White w/b,Wire
2500ft roll #12 THHN yellow,Wire
2500ft roll #10 THHN Brown,Wire
2500ft roll #10 THHN gray,Wire
1000ft roll #8 THHN Brown,Wire
1000ft roll #8 THHN Orange,Wire
1000ft roll #8 THHN Yellow,Wire
12/3 low voltage MC cable,Wire
12/2 W Gnd MC Cable- 120/208v,Wire
#10 THHN Black,Wire
#10 THHN Red,Wire
#10 THHN Blue,Wire
#10 THHN White with Black Stri,Wire
#10 THHN White with Red Strip,Wire
#10 THHN White with Blue Strip,Wire
#10 THHN Green,Wire
#3 THHN Copper,Wire
600 KCMIL Alum XHHW - Brown,Wire
600 KCMIL Alum XHHW - Orange,Wire
600 KCMIL Alum XHHW - Yellow,Wire
600 KCMIL Alum XHHW - Grey,Wire
4/O Copper XHHW - Brown,Wire
4/O Copper XHHW - Orange,Wire
4/O Copper XHHW - Yellow,Wire
4/O Copper XHHW - Grey,Wire
THHN-10-BRN-SOL-CU-2500S/R,Wire
THHN-10-ORN-SOL-CU-2500S/R,Wire
THHN-10-YEL-SOL-CU-2500S/R,Wire
THHN-10-GRY-SOL-CU-2500S/R,Wire
THHN-10-BLK-SOL-CU-2500S/R,Wire
THHN-10-RED-SOL-CU-2500S/R,Wire
THHN-10-BLU-SOL-CU-2500S/R,Wire
THHN-10-WHITE/BLK-SOL-CU-2500S,Wire
THHN-10-WHITE/RED-SOL-CU-2500S,Wire
THHN-10-WHITE/BLU-SOL-CU-2500S,Wire
THHN-10-GRN-SOL-CU-2500S/R,Wire
THHN-12-BLK-SOL-CU-2500S/R,Wire
THHN-12-RED-SOL-CU-2500S/R,Wire
THHN-12-SOL-BLU-CU-500S/R,Wire
THHN-12-SOL-WHT/BLK-CU-2500/R,Wire
THHN-12-SOL-WHT/RED-CU-2500/R,Wire
THHN-12-BLU-SOL-CU-2500S/R,Wire
THHN-12-GRN-SOL-CU-2500S/R,Wire
MC-CABLE-12/3-1000 FT REEL,Wire
MC-CABLE-12/2 - 1000FT REEL,Wire
MC-CABLE-12/4-W/GREE,Wire
12/2 MC-CABLE HV BRN/GRY-1000R,Wire
350 KCMIL THHN Alum.,Wire
250 KCMIL THHN Alum.,Wire
600 KCMIL XHHW Alum.,Wire
#1 xhhw Alum.,Wire
4/O xhhw Alum.,Wire
400 KCMIL XHHW Alum Green,Wire
1/O xhhw Alum. Green,Wire
#4 xhhw Alum. Green,Wire
#6 xhhw Alum. Green,Wire
#2 xhhw Alum. Green,Wire
#6 Copper stranded - Black THH,Wire
#6 Aluminum - Green XHHW,Wire
#1 Aluminum - Black xhhw,Wire
1/O Aluminum - Green XHHW,Wire
350 xhhw alum wire,Wire
3/0 Alum xhhw,Wire
#2 Alum xhhw,Wire
4/0 STR-3/0 STRAIGHT CU RED,Wire
feet #12 THHN BLACK,Wire
FEET #12 THHN RED,Wire
FEET #12 THHN BLUE,Wire
FEET #12 THHN WHITE,Wire
FEET #12 GREEN,Wire
FEET #12 THHN BROWN,Wire
FEET #12 THHN ORANGE,Wire
FEET #12 YELLOW,Wire
FEET #12 THHN GRAY,Wire
FEET #10 THHN GREEN,Wire
feet 12/2 MC with0-10v dimming,Wire
feet spools 12/2 MC Brown,Wire
feet spools 12/2 MC orange,Wire
feet spools 12/2 MC yellow,Wire
# 8 THHN Copper,Wire
#8 THHN Copper,Wire
"24"" x 24"" x 30"" Wire Trough N",Wire
"24"" x 24"" x 30"" Wire Trough e",Wire
ground stingers #12,Wire
NM-B-12/2-CU-WG-250CL,Wire
SOUTHWIRE 4 IN W STEEL METALLI,Wire
COMMERCIAL ELECTRIC8 AWG to 4 ,Wire
EVERBILT#10-24 x 2-1/2 in. Phi,Wire
CABLE,Wire
A #10-24 x 3-1/2 in. Combo Rou,Wire
320' 3/0 BARE CU STRANDED,Wire
1000' #6 BARE CU STRANDED,Wire
8/3 Romex,Wire
NM-B - 6/2 Stranded Copper,Wire
8/2 RMX QTY 5000 22026-040BO,Wire
12/2 MC copper,Wire
8/2 MC copper,Wire
# 10 thhn white solid,Wire
# 10 thhn black solid,Wire
2/0 AWG THWN Copper,Wire
600 KCMIL XHHW Aluminum,Wire
500 KCMIL XHHW Aluminum,Wire
400 KCMIL XHHW Aluminum,Wire
250 KCMIL XHHW Aluminum,Wire
12/2 MC Cable 1000' Reels,Wire
#6 copper THWN black,Wire
#6 copper THWN blue,Wire
#6 copper THWN red,Wire
#6 copper THWN white,Wire
# 12 THHN black stranded,Wire
# 12 THHN white stranded,Wire
# 12 THHN green stranded,Wire
600 KCMIL Al THWN black,Wire
600 KCMIL Al THWN red,Wire
600 KCMIL Al THWN blue,Wire
600 KCMIL Al THWN white,Wire
# 10 THHN BLACK STRANDED CU,Wire
# 10 THHN WHITE STRANDED CU,Wire
# 10 THHN GREEN STRANDED CU,Wire
# 10 THHN RED STRANDED CU,Wire
# 2 THHN BLACK STRANDED CU,Wire
# 2 THHN RED STRANDED CU,Wire
# 2 THHN BLUE STRANDED CU,Wire
# 2 THHN WHITE STRANDED CU,Wire
# 4 THHN GREEN STRANDED CU,Wire
3/0 bare copper stranded,Wire
"[THHN Wire] White, 8 AWG, Copp",Wire
"[XHHW Wire] Green, 3/0 AWG, Al",Wire
COP THHN12SOLRED500RL THHN-12-,Wire
COP THHN12SOLBLU500RL THHN-12-,Wire
COP THHN10SOLBLK500RL THHN-10-,Wire
COP THHN10SOLRED500RL THHN-10-,Wire
COP THHN10SOLWHT500RL THHN-10-,Wire
COP THHN10SOLGRN500RL THHN-10-,Wire
1/0 MC Cable ALU Black/Red/Whi,Wire
#12 THHN Copper Black,Wire
#12 THHN Copper Red,Wire
#12 THHN Copper Blue,Wire
#12 THHN Copper White,Wire
#12 THHN Copper Green,Wire
#2 Black copper THHN,Wire
#2 Red copper Thhn,Wire
#2 Blue copper Thhn,Wire
#6 Green Cu THHN,Wire
#2 Black Cu THHN,Wire
#6 green THHN,Wire
THHN-12-STR-BLK-CU-500,Wire
THHN-10-STR-WHT-CU-500,Wire
THHN-10-STR-GRN-CU-500,Wire
Southwire / Garvin UNL1-RED,Wire
Stainless steel wire rope clam,Wire
XHHW 750 BLK 5STR AL 2500,Wire
Caddy CJ-6 Cable Support,Wire
#12 THHN black,Wire
#12 THHN red,Wire
#12 THHN white,Wire
"12""X12""X48"" Wire Trough with ",Wire
#18awg 2-wire Fire Alarm Cable,Wire
#4 Bare Solid Copper Wire,Wire
#1 Aluminum THHN Wire,Wire
350MCM AL Black THWN Wire,Wire
350MCM AL White THWN Wire,Wire
#2 Green THHN AL Wire,Wire
#1 Green AL Wire,Wire
250 AL THHN Black Wire,Wire
#4 AL Green THHN,Wire
#1 Black AL THHN Wire,Wire
#6 AL Green THHN Wire,Wire
3C/#10 SWJO Cord,Wire
8/3  Wg  Uf Cable,Wire
12/3 Wg Romex,Wire
4/0-4/0-4/0-#1 Aluminum MC Cab,Wire
#1-#1-#1-#8 Aluminum MC Cable,Wire
14/2 Copper MC Cable,Wire
14/3 Copper MC Cable,Wire
14/4 Copper MC Cable,Wire
12/2 Copper MC Cable,Wire
12/3 Copper MC Cable,Wire
10/2 Copper MC Cable,Wire
10/3 Copper MC Cable,Wire
8/2 Copper MC Cable,Wire
#6-#6-#10 Copper MC Cable,Wire
#6-#6-#6-#10 Copper MC Cable,Wire
rubber coated mc 12/2 wg 250' ,Wire
4/0-4/0-4/0-1/0 Aluminum MC C,Wire
CAT6 CABLE 1’,Wire
#1 mc wire,Wire
1/0 mc wire,Wire
2/0 mc wire,Wire
3/0 mc wire,Wire
4/0 mc wire,Wire
rubber coated mc 12/2 wg,Wire
8/3 CU MC Cable Solid,Wire
12/2 CU MC Cable Solid,Wire
14/3 CU MC Cable Solid,Wire
10/3 CU MC Cable Solid,Wire
10/2 CU MC Cable Solid,Wire
12/2 rubber coated mc with gro,Wire
VDW CAT6234PUTPCMRBL1000PB CAT,Wire
VDW CAT6234PUTPCMRBL1000PB CA,Wire
10/3 CU MC Cable,Wire
14/3 CU MC Cable,Wire
12/2 CU MC Cable,Wire
14/2 CU MC Cable,Wire
12/2 CU Rubber Coated MC Cable,Wire
#14awg 2-wire Fire Alarm Cable,Wire
4/0 KCMIL AL,Wire
Cat 6 Cable,Wire
3/0 CU green THHN,Wire
#1AWG AL THHN Green,Wire
250 xhhw alum wire,Wire
#6AWG Bare CU Solid Wire,Wire
#10AWG THHN Stranded Black CU,Wire
#10AWG THHN Stranded Red CU,Wire
#10AWG THHN Stranded Blue CU,Wire
#10AWG THHN Stranded White CU,Wire
#10AWG THHN Stranded Green CU,Wire
#10 THHN Stranded Black,Wire
#10 THHN Stranded Blue,Wire
#10 THHN Stranded White,Wire
#10 THHN Stranded Green,Wire
#10 THHN Stranded Red,Wire
12/2 MC CU,Wire
#8AWG THHN CU Stranded Black,Wire
#14 FIRE ALARM WIRE RED non sh,Wire
#18 FIRE ALARM WIRE RED non sh,Wire
#12 BLACK THHN CU,Wire
#12 GREEN THHN CU,Wire
#10 THHN BLACK STRAND CU,Wire
#10 THHN white Strand CU,Wire
#10 THHN GREEN STRAND CU,Wire
#12 WHITE THHN CU,Wire
#12 THHN Stranded Black,Wire
#12 THHN Stranded Red,Wire
#12 THHN Stranded Blue,Wire
#12 THHN Stranded White,Wire
#12 THHN Stranded Green,Wire
12/2 UF Direct Bury Wire,Wire
#12AWG THHN Black,Wire
#12AWG THHN White,Wire
#8AWG THHN Black,Wire
#8AWG THHN Red,Wire
#10AWG THHN Green,Wire
#12Awg THHN Stranded White,Wire
#2AWG 2-port uninsulated Mecha,Wire
# 12 awg Solid Green  THHN,Wire
12/2 mc medical grade,Wire
12/2 hospital grade MC,Wire
"[THHN Wire] Grey, 350 MCM, Cop",Wire
"[THHN Wire] Green, 1 AWG, Copp",Wire
HCF ALUM 12/2 COIL,Wire
# 4awg BARE Solid Copper,Wire
# 1 Green Aluminum XHHW,Wire
"[XHHW Wire] Black, 2 AWG, Alum",Wire
#12 THHN Grey Solid,Wire
#12 THHN Purple Solid,Wire
12/2 HEALTH CARE MC,Wire
of Each Color from the wire bu,Wire
of Each Color from the wire b,Wire
THHN 12 SOL GRN 040PR 006257,Wire
600 MCM THHN CU,Wire
400 MCM THHN CU,Wire
250 MCM THHN CU,Wire
3/0 THHN CU,Wire
#12 THHN CU SOLID,Wire
#10 THHN CU SOLID,Wire
THHN GRY,Wire
4/0 copper,Wire
"[THHN Wire] Brown, 14 AWG, Cop",Wire
"[THHN Wire] Gray, 14 AWG, Copp",Wire
"[THHN Wire] Orange, 10 AWG, C",Wire
"[THHN Wire] Yellow, 10 AWG, C",Wire
WIRE 22028-126,Wire
COP THHN10SOLWHTBLK2500RL THHN,Wire
COP THHN10SOLWHTRED2500RL THHN,Wire
COP THHN10SOLWHTBLU2500RL THHN,Wire
"[THHN Wire] Black, 4 AWG, Cop",Wire
14/2 belden cable,Wire
THHN-12-BLK-SOL-CU-500S/R,Wire
THHN-12-GRN-SOL-CU-500S/R,Wire
"10""X10"" 4 feet wire way with e",Wire
"8""X8""X24"" NEMA 3R wire way",Wire
feet # 4 black THHN copper,Wire
"12"" x 12"" x 6ft NEMA 1 wire wa",Wire
"12""X12"" wire way coupling",Wire
12-14 AWG 2 PORT IN WALL SPLIC,Wire
"[XHHW Wire] Green, 6 AWG, Alum",Wire
4/3 Romex,Wire
"16/2 Fire Alarm Cable, 1000'",Wire
10 THHN/THWN red,Wire
10 THHN/THWN blue,Wire
12 THHN/THWN black,Wire
12 THHN/THWN red ,Wire
12 THHN/THWN blue,Wire
12 THHN/THWN white,Wire
12 THHN/THWN green,Wire
10 THHN/THWN black,Wire
10 THHN/THWN blue ,Wire
069 92947 COP THHN10SOLBLU500R,Wire
COST TRANSFER - 12 THHN SOL WH,Wire
14-2 nmb romex 1000,Wire
14-3 nmb romex 1000,Wire
10-2 romex 1000',Wire
10-3 NMBG X 1000 SOUTHWIRE,Wire
8/2 UF/NMC Copper Gray 125',Wire
"Fire Alarm Cable, 16 AWG, 2-Co",Wire
6-2 nmb romex,Wire
6 AWG THHN/THWN-2 Stranded Co,Wire
6 awg thhn/thwn 2 strand copp,Wire
6awg thhn/thwn 2 strand coppe,Wire
4/0 al,Wire
XHHW 300,Wire
XHHW 1,Wire
XHHW 2,Wire
feet #4 BLACK THHN copper,Wire
feet #4 RED THHN copper,Wire
feet #4 BLUE THHN copper,Wire
ft 750 kcmil copper THWN,Wire
SER 4/0,Wire
600 kcmil THHN CU,Wire
#2/0 THHN CU,Wire
500 KCMIL XHHW AL,Wire
350 KCMIL XHHW AL,Wire
300 KCMIL XHHW AL,Wire
250 KCMIL XHHW AL,Wire
#6 XHHW AL,Wire
XHHW 1 REC'D,Wire
XHHW 6 STR GRN REC'D,Wire
#10 THHN CU BLACK,Wire
#10 THHN CU RED,Wire
#10 THHN CU BLUE,Wire
#10 THHN CU WHITE,Wire
#10 THHN CU GREEN,Wire
#12THHN CU BLACK,Wire
#12 THHN CU RED,Wire
#12THHN CU BLUE,Wire
#12 THHN CU WHITE,Wire
#12 THHN CU GREEN,Wire
"12/3 Solid MC Cable w/ Ground,",Wire
FEET 3/0 THHN Black copper,Wire
black 3/0 THHN copper,Wire
Green #6 THHN copper,Wire
COP THHN3STRGRN-CUT THHN-3-GRN,Wire
250' coil 12/2 Romex,Wire
#12 THHN BLUE,Wire
#12 THHN STRANDED WHITE,Wire
#12 THHN STTANDRED GREEN,Wire
2”Rigid Conduit/bar For Wire S,Wire
"8"" 12 AWG SOLID WIRE GROUNDING",Wire
#8 WHITE THHN COPPER,Wire
"#12 x 1"" Self-Drilling Metal S",Wire
#12 x 1 in. External Hex Washe,Wire
"[THHN Wire] Black, 250 MCM, Al",Wire
"[XHHW Wire] Black, 2/0 AWG, Al",Wire
#12/4C W/GR SOL MC BLK-WHT RED,Wire
#12/4C W/GR SOL MC  BLK-WHT RE,Wire
#10/3C W/GR SOL MC BRN-ORG-GRY,Wire
18/3 Belden Cable Unshielded,Wire
#10 Brown THHN Stranded Copper,Wire
#10 Orange THHN Stranded Coppe,Wire
#10 Yellow THHN Stranded Coppe,Wire
#10 Gray THHN Stranded Copper ,Wire
#12/2C W/GROUND SOLID CABLE MC,Wire
#12/3C W/GROUND SOLID CABLE MC,Wire
#12/6C W/GROUND SOLID CABLE MC,Wire
#10/3C W/GROUND SOLID CABLE MC,Wire
18/3 BELDON CABLE UNSHEILDED,Wire
#6 STR THHN Black (1000' Spool,Wire
#6 STR THHN Red (1000' Spools),Wire
#6 STR THHN Blue (1000' Spools,Wire
#6 STR THHN White (1000' Spool,Wire
#6 STR THHN Brown (1000' Spool,Wire
#6 STR THHN Orange (1000' Spoo,Wire
#6 STR THHN Yellow (1000' Spoo,Wire
#4awg XHHW AL WIRE,Wire
#2awg XHHW AL WIRE,Wire
#6AWG XHHW AL WIRE GREEN,Wire
#10 GREEN THHN SOLID WIRE,Wire
#10 THHN PURPLE WIRE,Wire
#10 THHN PINK WIRE,Wire
#8 STR THHN Brown (1000' Spool,Wire
#8 STR THHN Orange (1000' Spoo,Wire
#8 STR THHN Yellow (1000' Spoo,Wire
#8 STR THHN Gray (1000' Spools,Wire
#8 THHN WHITE COPPER WIRE,Wire
#4 STR THHN Black (500' Spools,Wire
#4 STR THHN Red (500' Spools),Wire
#4 STR THHN Blue (500' Spools),Wire
#4 STR THHN White (500' Spools,Wire
#4 STR THHN Brown (1000' Spool,Wire
#4 STR THHN Orange (1000' Spoo,Wire
#4 STR THHN Yellow (1000' Spoo,Wire
#4 STR THHN Gray (1000' Spools,Wire
#12 Solid THHN Pink (2500' Spo,Wire
#10 Solid THHN Pink (2500' Spo,Wire
#12 STR THHN Black (500' Spool,Wire
#12 STR THHN Red (500' Spools),Wire
#12 STR THHN Blue (500' Spools,Wire
#12 STR THHN Yellow (500' Spoo,Wire
#12 STR THHN Pink (500' Spools,Wire
#12 STR THHN Purple (500' Spoo,Wire
#12 STR THHN Green (500' Spool,Wire
#6 THHN RED COPPER WIRE,Wire
#6 THHN BLUE COPPER WIRE,Wire
#6 THHN WHITE COPPER WIRE,Wire
#6 THHN BLACK COPPER WIRE,Wire
10/3 MC CABLE,Wire
22/4 BELDEN CABLE,Wire
12/2 MC CABLES,Wire
#10 THHN YELLOW,Wire
#10 THHN GRAY,Wire
"#10 THHN YELLOW (2,500' SPOOLS",Wire
"#10 THHN ORANGE  (2,500' SPOOL",Wire
"#12 THHN WHITE (2,500' SPOOLS)",Wire
BELDEN CABLE #9729  (500'REEL),Wire
BELDEN CABLE #9841 (500' REEL),Wire
3/0 thhn copper green,Wire
#12 WHITE THHN COPPER,Wire
#2 AWG COPPER WIRE GREEN,Wire
600 THHN CU,Wire
WIRE 120BO,Wire
#2 GREEN THHN COPPER,Wire
#10 THHN GREEN COPPER WIRE(250,Wire
#8 THHN GREEN COPPER WIRE,Wire
#6 THHN BROWN COPPER WIRE,Wire
#6 THHN ORANGE COPPER WIRE,Wire
#6 THHN YELLOW COPPER WIRE,Wire
1/0-STR-GRN THHN/THWN-2 19 STR,Wire
THHN-350MCM - 37 STR 600V 90DE,Wire
THHN-350MCM -2 37 STR 600V 90D,Wire
#12 thhn black (2500' spool),Wire
#12 thhn red (2500' spool),Wire
#12 thhn blue (2500' spool),Wire
#12 thhn white (2500' spool),Wire
#12 thhn green (2500' spool),Wire
#12 thhn brown (2500' spool),Wire
#12 thhn orange (2500' spool),Wire
#12 thhn yellow (2500' spool),Wire
#12 thhn grey (2500' spool),Wire
#10 thhn black (2500' spool),Wire
#10 thhn red (2500' spool),Wire
#10 thhn blue (2500' spool),Wire
#10 thhn white (2500' spool),Wire
#10 thhn gray (2500' spool),Wire
#14 Black Stranded Wire THHN,Wire
#14 Red Stranded Wire THHN,Wire
#14 Blue Stranded Wire THHN,Wire
#14 White Stranded Wire THHN,Wire
#14 Brown Stranded Wire THHN,Wire
#14 Orange Stranded Wire THHN,Wire
#14 Yellow Stranded Wire THHN,Wire
#14 Gray Stranded Wire THHN,Wire
Brown 350MCM Copper Wire THHN,Wire
Orange 350MCM Copper Wire THHN,Wire
Yellow 350MCM Copper Wire THHN,Wire
Green 1/0AWG Copper Wire THHN,Wire
#10 THHN BROWN WIRE (2500' REL,Wire
#10 THHN ORANGE WIRE (2500' RE,Wire
#10 THHN YELLOW WIRE (2500' RE,Wire
#10 THHN GREEN WIRE (2500' REE,Wire
12/2 MC CABLE (1000' REELS),Wire
250MCM THHN BLACK COPPER WIRE,Wire
250MCM THHN RED COPPER WIRE,Wire
250MCM THHN BLUE COPPER WIRE,Wire
250MCM THHN WHITE COPPER WIRE,Wire
4/0AWG BROWN COPPER WIRE,Wire
4/0AWG ORANGE COPPER WIRE,Wire
4/0AWG YELLOW COPPER WIRE,Wire
4/0AWG GRAY COPPER WIRE,Wire
#10AWG GREEN COPPER WIRE 2500 ,Wire
BELDEN 3 WIRE 18AWG NON-SHILDE,Wire
#10 GREEN THHN WIRE,Wire
18/3 BELDEN WIRE NON-SHIELDED ,Wire
Cadweld GTC162L Cable To Grou,Wire
18/3 Belden Cable non-shielded,Wire
18/3 BELDEN CABLE NON-SHIELDED,Wire
3/0AWG GREEN THHN COPPER WIRE,Wire
#6 BROWN THHN COPPER,Wire
#6 ORANGE THHN COPPER,Wire
#6 YELLOW THHN COPPER,Wire
#1 BLACK THHN COPPER,Wire
#1 RED THHN COPPER,Wire
#1 BLUE THHN COPPER,Wire
"10/4 SO CABLE (BLACK,RED,BLUE ",Wire
#10 THHN Stranded Green Wire,Wire
#10 THHN Stranded White Wire,Wire
#10 THHN Stranded Black Wire,Wire
#1 THHN Copper Wire,Wire
12-2 MC Cable Black - reel,Wire
10-3 MC Cable BRN/Orange/GRAY,Wire
"4-3 MC Cable BLK,RED - reel",Wire
"8-3 MC Cable Brown,Orange - r",Wire
"6-3 MC Cable Black,Red",Wire
"12-3 MC Cable Black,Red - 250",Wire
"10-3 MC Cable Black,Red - 250",Wire
12-2 MC Cable With 0-10 Brown,Wire
12-3 MC Cable With 0-10 Brown,Wire
10-2 MC Cable ORG/GRY - reel,Wire
10-2 MC Cable With 0-10 Brown,Wire
"2-3 MC Cable Black,Red - cut",Wire
4/0-4 MC Cu (2 x 125' reels),Wire
#6 THHN Copper Wire - reel,Wire
"12 AWG THHN Solid Copper, Yell",Wire
"12 AWG THHN Solid Copper, Gray",Wire
"[Ethernet Wire] Cat 6, Plenum",Wire
4/O-4 MC Cable Copper,Wire
"3 AWG XHHW Stranded Copper, G",Wire
Hitachi Cable America 30238-8-,Wire
#12 THHN Wire Brown,Wire
#12 THHN Wire Black,Wire
#12 THHN Wire Red,Wire
#12 THHN Wire Orange,Wire
#12 THHN Wire Yellow,Wire
#4 WIRE CU,Wire
#6 CU WIRE BLACK,Wire
12/4 MC COPPER,Wire
#8 CU WIRE,Wire
#10 Stranded Wire BLACK,Wire
#10 Stranded Wire White,Wire
#12 White Wire SOLID,Wire
#12 Green Wire SOLID,Wire
#12 BLACK WIRE SOLID,Wire
Tri-Net 080-RJ45-S-C5 Cat5e R,Wire
500ft 10ga green thhn wire,Wire
CAT 6 CABLE BLUE PVC JACKET,Wire
NM-B - 14/2 Solid Copper White,Wire
NM-B - 8/3 Stranded Copper 125,Wire
"Genesis 50031108 18 AWG, RG-6/",Wire
#6 thhn,Wire
SOUTHWIRE MHF 2-2-2-4 AL,Wire
Polaris tab 3 port for 4/0 AWG,Wire
Luminary MC 12/2 brown/gray 16,Wire
THHN #8 ground wire,Wire
"[THHN Wire] Green, 14 AWG, Cop",Wire
"[THHN Wire] White, 14 AWG, Cop",Wire
"[XHHW Wire] Brown, 2/0 AWG, Al",Wire
"[XHHW Wire] Orange, 2/0 AWG, A",Wire
"[XHHW Wire] Yellow, 2/0 AWG, A",Wire
12-2 MC Cable BK/WT/GN Solid C,Wire
12-2 MC Cable Orange/Gray/GN S,Wire
12-2 MC Cable Brown/Gray/GN So,Wire
"[THHN Wire] White, 4 AWG, Copp",Wire
2 pair #16 AWG,Wire
"[THHN Wire] Gray, 10 AWG, Cop",Wire
"[THHN Wire] Green, 1/0 AWG, C",Wire
"[THHN Wire] Brown, 2 AWG, Cop",Wire
"[THHN Wire] Gray, 2 AWG, Copp",Wire
"[THHN Wire] Orange, 2 AWG, Co",Wire
"[THHN Wire] Yellow, 2 AWG, Co",Wire
"[THHN Wire] Yellow, 8 AWG, Co",Wire
"[xhhw Wire] Black, 2/0 AWG, Al",Wire
"[xhhw Wire] Red, 2/0 AWG, Alum",Wire
"[xhhw Wire] Blue, 2/0 AWG, Alu",Wire
"[XHHW Wire] Red, 2/0 AWG, Alu",Wire
Luminary MC 12/2 brown/gray 1,Wire
18/2 solid plenum fire alarm c,Wire
14/2 solid plenum fire alarm ,Wire
THHN-10-GRN-SOL-CU-500S/R,Wire
8/3 MC  Saddle Grip Cable Con,Wire
#4 Bare Thhn Copper,Wire
#14 TRACER CABLE,Wire
#12  ceiling grid wire 6' long,Wire
18-4 thhn none shielded  Low v,Wire
"Snap-In Cable Support, For MC/",Wire
Reel  of # 12 awg THHN Solid G,Wire
#12 Ceiling Grid Wire  8’ Long,Wire
# 12 awg Solid THHN GREEN  ,Wire
cj6 Colorado  cable support,Wire
Xhhw #6 Black AL ,Wire
Xhhw #6 Red AL,Wire
#10 Thhn  Black CU,Wire
#10 Thhn White CU ,Wire
#12 Thhn Green CU,Wire
Xhhw #6 White AL,Wire
XHHW-2-AL-6-STR-WHT-CUT REEL,Wire
Xhhw #6 Green AL,Wire
Xhhw #6 White AL ,Wire
#10/6C W/GROUND SOLID CABLE MC,Wire
#12/4C W/GROUND SOLID CABLE MC,Wire
#10/2C W/GROUND SOLID CABLE MC,Wire
12/4C W/GROUND SOLID CABLE MC ,Wire
10/4C W/GROUND SOLID CABLE MC-,Wire
#12 -2C W/GROUND SOLIDCABLE MC,Wire
#12-2C W/GROUND SOLIDCABLE MCA,Wire
#10 Black THHN stranded copper,Wire
#10 Thhn red stranded,Wire
#10 Thhn Blue stranded,Wire
#10 Thhn  white stranded,Wire
#10 Thhn  Green  stranded,Wire
#12 Thhn  Green stranded,Wire
#12 Thhn  Black  stranded,Wire
#12 Thhn  Red  stranded,Wire
#12 Thhn  White   stranded,Wire
#12 Thhn blue Stranded,Wire
23002-043 STR-SOL WIRE PRICE,Wire
18-4 stranded plenuim rated  ,Wire
Rs-485 Belden comm wire 3 pair,Wire
"8-2 MC cable brown ,Gray,Green",Wire
#10 thhn stranded  brown coper,Wire
#10 thhn stranded  Orange  cop,Wire
#10 thhn stranded  yellow copp,Wire
#10 thhn stranded  gray copper,Wire
#10 thhn stranded  green coppe,Wire
#8 Thhn Black copper,Wire
#8 Thhn blue copper,Wire
#8 Thhn red copper,Wire
#8 Thhn white copper,Wire
#6Thhn white copper,Wire
#6Thhn black copper,Wire
#6Thhn red copper,Wire
#6 Thhn white copper,Wire
8/2 CU,Wire
xhhw 250 kcmil AL Black ,Wire
xhhw #2 kcmil AL green,Wire
12-2 mc cable blk/wht/grn,Wire
12-2 mc cable brwn/gry/grn,Wire
12-2 mc cable orn/gry/grn,Wire
12-2 mc cable yellow/gry/grn,Wire
"12-2 MC Cable  ( 1,000 spool O",Wire
# 12 Gauge Cieling wire  ( 8' ,Wire
"12-2 MC Cable  (1,000 reels on",Wire
# 12 awg Ceiling wire,Wire
12-2 MC CABLE BLACK/WHITE/GREE,Wire
12-2 MC CABLE BROWN/GRAY/GREEN,Wire
12-2 MC CABLE ORANGE/GRAY/GREE,Wire
12-2 MC CABLE YELLOW/GRAY/GREE,Wire
#2/0-4+plus ground  ser cable ,Wire
#1/0 THHN CU,Wire
#3/0 THHN CU,Wire
"12-2   MC cable Brwn,Gry,Grn",Wire
"12-2   MC cable Orng,Gry,Grn",Wire
"12-2   MC cable. Yell,Gry,Grn",Wire
"12-2   MC cable. Blk,wht,grn",Wire
"10-2   MC cable. Blk,wht,grn",Wire
"6-4 MC cable. Blk,Red,Blue,wht",Wire
#10 thhn stranded gray,Wire
#3 thhn cu brown,Wire
#3 thhn cu Orange,Wire
#3 thhn cu Yellow,Wire
#3 thhn cu gray,Wire
#6thhn cu green,Wire
350MCM XHHW AL,Wire
700MCM XHHW AL,Wire
500MCM XHHW AL,Wire
#3/0 XHHW AL,Wire
#2/0 XHHW AL,Wire
#1/0 XHHW AL,Wire
400MCM XHHW AL,Wire
250 xhhw  AL  brown,Wire
250 xhhw  AL  Orange,Wire
250 xhhw  AL  Yellow,Wire
250 xhhw  AL  Gray,Wire
#2 xhhw green,Wire
#10 thhn orange  stranded,Wire
#6 thhn orange  stranded,Wire
"12-2 MC CABLE BLACK, WHITE, GR",Wire
"12-2 MC CABLE BROWN, GREY, GRE",Wire
1 AWG THHN COPPER STRANDED,Wire
10 AWG THHN STRANDED WHITE,Wire
"#4 THHN, Black",Wire
"#6 THHN, Green",Wire
"12/4 mc, Blk, Red,Blue,Wht,Gre",Wire
"#4 THHN, Red",Wire
COP THHN250STRBRN-CUT MASTER C,Wire
COP THHN250STRORN-CUT MASTER C,Wire
ALW XHHW1/0STRBRN-CUT ALW XHHW,Wire
ALW XHHW1/0STRORN-CUT ALW XHHW,Wire
ALW XHHW1/0STRYEL-CUT ALW XHHW,Wire
ALW XHHW1/0STRGRY-CUT ALW XHHW,Wire
